ID,datetime,siteid,offerid,category,merchant,countrycode,browserid,devid
IDi11mM,22/1/2017 5:56,9312055,406818,93286,46997962,a,Edge,Tablet
IDnVaqi,22/1/2017 7:41,144463,872871,9764,1189152,b,Firefox,Mobile
IDaCMJx,21/1/2017 15:35,5853876,810978,70409,47941469,e,Mozilla,Desktop
IDxgH5O,21/1/2017 14:12,2559187,645303,96184,93157824,b,Edge,Tablet
IDKHOhP,21/1/2017 7:05,2082413,328298,40339,43452411,b,Edge,Tablet
IDuPKy9,21/1/2017 15:32,4362907,498991,80554,57977218,b,Opera,Mobile
IDCj6M1,21/1/2017 16:24,9789141,889360,65251,40325509,e,Mozilla,Desktop
ID3DMGY,22/1/2017 13:15,7455939,109612,40339,43452411,f,Firefox,Mobile
IDeh1qk,23/1/2017 20:24,7187803,641127,41640,37135965,e,Firefox,Mobile
IDbF7nX,23/1/2017 10:50,920817,511331,6906,71165566,a,Firefox,Mobile
IDWJlIA,21/1/2017 8:40,4444457,14387,835,57977218,e,Edge,Tablet
IDvtnLC,23/1/2017 16:56,238232,844148,904,94350426,b,Edge,Tablet
IDwlwsG,21/1/2017 15:12,8592932,952091,42227,18243870,b,Edge,Tablet
ID4Kh6e,21/1/2017 14:01,1474704,718493,8467,43452411,a,Firefox,Mobile
IDFbSKb,23/1/2017 21:29,6867727,356080,40339,13742268,c,Google Chrome,Mobile
ID99gbc,21/1/2017 15:19,6959578,292619,15912,17488931,d,Firefox,Mobile
IDR8ctu,21/1/2017 9:45,5530306,246246,8467,87903766,a,Edge,Tablet
IDZ6Coy,21/1/2017 16:14,9097296,476314,45620,31388981,a,Edge,Tablet
IDAk52X,21/1/2017 10:53,2554747,136172,73362,67274540,b,Mozilla,Desktop
IDDA8tF,22/1/2017 15:06,2532993,506275,82877,3156697,b,Chrome,Desktop
IDu94gx,23/1/2017 10:14,8794107,83184,33638,26391770,b,Edge,Tablet
IDKbRs5,23/1/2017 18:42,7483609,242089,904,33247409,c,Opera,Mobile
ID5K3e9,22/1/2017 16:32,3850850,210808,55686,17488931,a,InternetExplorer,Desktop
IDMsY6S,23/1/2017 10:33,1719425,673361,6906,71165566,b,,Mobile
IDzxzNI,21/1/2017 12:05,6967371,686361,34489,57977218,b,Internet Explorer,Tablet
IDOo5yN,21/1/2017 10:49,720747,922335,42227,95013373,b,Edge,Tablet
ID0zLd3,23/1/2017 21:19,6935787,864059,41640,48626108,a,Firefox,Mobile
IDP2PA2,23/1/2017 9:45,9154870,95020,33638,555603,b,Google Chrome,Mobile
IDHOojP,21/1/2017 16:56,9477220,925457,93286,9434818,a,Chrome,Desktop
IDYuGkQ,23/1/2017 8:19,2430394,359588,40339,43452411,b,Mozilla Firefox,Desktop
IDLHcpC,22/1/2017 11:17,6120176,299661,17714,2050923,b,Firefox,Mobile
ID346t9,23/1/2017 21:44,6434424,431184,904,74868704,f,InternetExplorer,Desktop
IDwrEFJ,22/1/2017 11:15,917489,769795,17714,2050923,a,Google Chrome,Mobile
IDKuTPS,23/1/2017 3:35,3487051,987559,42227,18243870,a,,Mobile
IDHuCGl,21/1/2017 13:50,3117905,904729,34670,40325509,d,Mozilla,Desktop
IDBjZNG,21/1/2017 16:55,6900112,421142,73248,77046603,a,Firefox,Mobile
IDNiK4R,23/1/2017 10:38,6951266,692841,95113,65017662,b,Opera,Mobile
IDzmBFg,22/1/2017 16:24,2526725,989350,73248,61940782,f,Edge,Tablet
IDeEgvf,21/1/2017 7:23,974266,298195,35368,74868704,a,Firefox,Mobile
IDYPaL4,22/1/2017 9:20,9254987,999822,21380,26461535,c,Mozilla Firefox,Desktop
ID0szia,21/1/2017 11:30,3133171,683236,26966,49554217,b,Google Chrome,Mobile
IDSzYlo,21/1/2017 14:28,9335916,404537,93286,25113706,a,Edge,Tablet
IDxiUjY,23/1/2017 19:15,9472658,136304,41640,43526789,b,Edge,Tablet
IDmEVMw,22/1/2017 11:34,5808832,973507,6906,71165566,b,Edge,Tablet
IDjFzhH,21/1/2017 16:56,8794107,105949,33638,79906734,a,Edge,Tablet
IDY2P83,21/1/2017 11:57,5517401,774058,95113,65017662,c,Edge,Tablet
IDTrTiS,21/1/2017 12:18,105810,545781,5602,40325509,d,Edge,Tablet
ID2mRFp,21/1/2017 10:46,1212387,490875,73248,83960204,a,Firefox,Mobile
IDhX0q2,21/1/2017 11:34,3696590,736144,24888,65017662,f,Mozilla Firefox,Desktop
IDcls9v,23/1/2017 16:56,6451934,1770,41640,58604466,c,InternetExplorer,Desktop
IDg2o61,21/1/2017 2:14,7346651,328298,40339,43452411,a,IE,Mobile
IDuPFzT,22/1/2017 16:24,8798439,519664,5602,72451969,f,Mozilla,Desktop
ID3xjCV,22/1/2017 10:22,845379,933933,73248,57977218,c,Mozilla,Desktop
IDuliiB,21/1/2017 11:00,6357104,203860,57860,72749645,a,Edge,Tablet
IDcIb2S,21/1/2017 7:21,5222891,245274,904,40325509,d,Firefox,Mobile
IDkCKNg,23/1/2017 10:24,995851,384940,40339,7122654,a,Firefox,Mobile
IDeFiPr,22/1/2017 7:48,2918776,850773,50088,57977218,a,Mozilla Firefox,Desktop
IDNVOar,23/1/2017 8:30,5098801,876871,40339,43452411,b,Firefox,Mobile
ID69Wi8,21/1/2017 13:57,4858374,158243,11837,43770446,a,Firefox,Mobile
IDB4hSQ,21/1/2017 9:01,6410643,876871,40339,43452411,b,Mozilla,Desktop
IDzA9jY,21/1/2017 7:21,6900171,759955,71642,83175152,a,Mozilla,Desktop
IDL52ae,22/1/2017 3:19,231360,376787,43612,31388981,a,Mozilla Firefox,Desktop
IDB8bjT,22/1/2017 10:19,7211102,84077,34670,1569330,a,Edge,Tablet
IDqdDC1,21/1/2017 10:39,5909341,204340,26962,7122654,b,Edge,Tablet
IDAKPMZ,22/1/2017 8:38,2650537,657655,97863,36994522,b,Firefox,Mobile
IDEf7p8,21/1/2017 13:25,5412321,972040,82877,33832190,a,Firefox,Mobile
IDt3j0s,23/1/2017 10:37,2721408,75245,84987,74868704,b,Edge,Tablet
IDSh4u5,21/1/2017 13:11,5774790,636978,45620,31388981,e,Internet Explorer,Tablet
IDXYepM,21/1/2017 16:52,4765834,175684,98552,17990842,b,Firefox,Mobile
IDhIQ8O,23/1/2017 19:18,5165523,1770,41640,58604466,c,Google Chrome,Mobile
ID4BJmS,21/1/2017 6:46,7342396,664722,6906,71165566,e,Firefox,Mobile
IDA5wE3,21/1/2017 7:59,6398825,941876,92902,555603,b,InternetExplorer,Desktop
IDGWWVI,23/1/2017 19:55,366747,431184,904,74868704,d,,Desktop
IDlaqnl,21/1/2017 11:58,8194662,937027,42227,48913006,a,IE,Mobile
IDeiTJw,22/1/2017 15:02,1231657,613426,13412,77318092,b,,Desktop
IDNXenW,21/1/2017 16:14,1606206,875061,25436,81758577,a,Edge,Tablet
IDXWI1j,22/1/2017 12:30,4225492,627382,1678,73017084,b,Firefox,Mobile
ID75JIO,21/1/2017 15:31,2273031,608431,45620,54630329,b,Mozilla Firefox,Desktop
IDeAKTJ,22/1/2017 15:04,3083678,638747,61208,83960204,b,Mozilla,Desktop
IDXEt0T,21/1/2017 10:43,2196510,365392,40050,24374189,b,Firefox,Mobile
IDVepcf,23/1/2017 8:03,3067695,757739,40339,54526992,f,Mozilla,Desktop
ID9eCva,21/1/2017 2:03,4817227,960886,904,58604466,e,Mozilla Firefox,Desktop
IDG9c2U,23/1/2017 21:00,5792670,459561,48430,39772159,c,InternetExplorer,Desktop
IDhlJXU,21/1/2017 13:28,7860250,168480,42227,49384126,b,Firefox,Mobile
IDukNbi,21/1/2017 14:01,599790,564229,40339,43452411,f,Mozilla Firefox,Desktop
IDA3wx4,22/1/2017 6:58,9428498,767822,82877,38492160,b,Edge,Tablet
IDCB7Yj,22/1/2017 14:37,6537670,897831,70409,18243870,b,Firefox,Mobile
IDIAnYY,23/1/2017 12:29,6695680,473785,2053,27723861,c,Google Chrome,Mobile
IDh2ZkN,21/1/2017 16:17,7881932,447241,80800,40325509,c,Chrome,Desktop
IDoxpv8,22/1/2017 15:04,6790163,270704,42227,30860214,f,Edge,Tablet
IDFflKS,22/1/2017 12:28,6081846,391816,97863,87807327,b,Firefox,Mobile
IDj4fig,22/1/2017 10:20,6650509,317683,40339,13742268,b,Edge,Tablet
IDC9Kig,22/1/2017 7:50,2975912,918666,82877,17581428,b,Google Chrome,Mobile
IDl9n73,23/1/2017 22:26,5749742,864059,41640,48626108,b,Firefox,Mobile
IDqA6Xl,21/1/2017 14:35,2149992,461356,72276,41475976,e,Chrome,Desktop
IDZUMUt,22/1/2017 16:17,9383705,54413,42227,96823930,b,Firefox,Mobile
IDnCBTJ,22/1/2017 13:20,5701524,328298,40339,43452411,b,Mozilla,Desktop
IDofBs6,21/1/2017 18:27,9670189,571948,11837,5716520,e,Google Chrome,Mobile
IDjVnfR,22/1/2017 14:09,156855,343300,73248,49384126,f,Mozilla Firefox,Desktop
IDA3NWJ,21/1/2017 11:31,9222560,122522,41640,15961717,b,Mozilla Firefox,Desktop
IDplcSR,22/1/2017 15:21,7294387,82167,14345,62201833,b,Edge,Tablet
IDhZe1A,22/1/2017 16:16,6248280,656742,33287,84486855,b,,Tablet
IDDkSow,21/1/2017 16:47,7133966,668566,97103,76811147,f,Firefox,Mobile
ID3bfh3,22/1/2017 15:51,3316517,216502,10345,64511164,d,Chrome,Desktop
ID911Yf,23/1/2017 23:04,4991260,160161,41640,83172146,b,,Tablet
IDtZGbZ,22/1/2017 15:18,737726,615526,37815,26391770,d,Firefox,Mobile
IDCdqtZ,22/1/2017 15:59,2668387,32183,40339,43452411,b,,Mobile
ID1ZHKs,22/1/2017 13:50,4720211,570035,50584,61682792,c,Edge,Tablet
IDDluVD,23/1/2017 10:04,6661540,501317,82877,38492160,e,Edge,Tablet
IDfvTGo,22/1/2017 13:33,6195227,163403,37718,65017662,b,Mozilla,Desktop
IDP4LPl,21/1/2017 16:29,2396511,565458,71642,40325509,f,Firefox,Mobile
IDNOrCT,23/1/2017 19:23,5052828,923582,904,74868704,d,Chrome,Desktop
IDslkB5,21/1/2017 10:23,9225365,857236,42227,96823930,a,,Desktop
IDpPjf2,23/1/2017 8:25,7947476,233837,97863,3156697,b,Mozilla Firefox,Desktop
ID8k3Ks,21/1/2017 12:09,6522950,631376,1678,76522512,a,IE,Mobile
IDw1FSG,21/1/2017 15:38,9300277,861917,12211,55358028,b,,Mobile
ID9wMgL,22/1/2017 15:16,7490150,568708,6906,99510044,b,,Mobile
IDiXoKU,22/1/2017 4:55,3160802,913773,54125,40325509,b,Edge,Tablet
IDojqlP,21/1/2017 14:27,4595324,752765,74263,94350426,f,InternetExplorer,Desktop
IDlyYeC,23/1/2017 10:40,1625068,916628,84987,74868704,a,Firefox,Mobile
IDpzuMv,21/1/2017 20:16,3696590,341892,84144,15961717,d,Edge,Tablet
ID4XyE9,21/1/2017 15:43,1512420,503937,26162,69514806,b,Mozilla Firefox,Desktop
IDwkCW2,21/1/2017 14:46,4103749,951726,12211,1396462,f,Firefox,Mobile
IDvhkir,23/1/2017 20:16,7794526,820277,904,74868704,a,InternetExplorer,Desktop
IDzqnI5,22/1/2017 13:54,6338857,317397,33287,91808273,a,Firefox,Mobile
ID4JIAB,22/1/2017 12:02,3287851,32782,12211,58163546,b,Edge,Tablet
IDa1VJz,22/1/2017 11:21,4275776,897580,97863,56008048,d,IE,Mobile
IDMICl1,22/1/2017 10:32,4707106,817370,17714,26391770,b,Mozilla Firefox,Desktop
IDfAq1e,21/1/2017 13:57,3543961,783940,60316,26391770,b,InternetExplorer,Desktop
IDA7TPV,21/1/2017 10:22,2265132,810850,43897,91808273,b,Chrome,Desktop
IDJIAEn,21/1/2017 14:26,5271927,59181,1678,93326897,b,,Mobile
ID8qIAm,23/1/2017 10:18,408042,566234,9764,18243870,b,Firefox,Mobile
IDcvlEn,22/1/2017 11:45,8154172,765786,6906,71165566,c,Edge,Tablet
IDUu2ra,23/1/2017 21:11,6809456,342843,41640,43526789,b,Edge,Tablet
IDyiVQ3,21/1/2017 11:45,2762693,869955,40339,49384126,b,Edge,Tablet
IDHWCEB,22/1/2017 10:57,6321421,913945,904,40325509,b,Edge,Tablet
IDT38di,23/1/2017 23:35,8618552,844148,904,94350426,b,Firefox,Mobile
ID8261S,23/1/2017 21:30,13441,641127,41640,37135965,b,Google Chrome,Mobile
ID4aiaR,21/1/2017 13:33,8057411,521985,70424,40325509,e,Chrome,Desktop
IDyR81w,23/1/2017 9:25,1598704,330596,40339,1189152,b,Google Chrome,Mobile
ID59wwy,21/1/2017 14:34,7437127,793636,54343,4237811,e,Edge,Tablet
IDjB0tz,21/1/2017 9:03,9688010,378429,54343,91873245,b,Firefox,Mobile
IDjjQSb,23/1/2017 19:25,6132190,459561,48430,39772159,e,InternetExplorer,Desktop
IDerCRd,23/1/2017 9:51,7576106,8089,34670,87807327,b,InternetExplorer,Desktop
IDTgkXJ,23/1/2017 17:52,7114320,864059,41640,48626108,a,,Tablet
IDUOxen,22/1/2017 13:02,296517,676975,92902,40325509,f,Firefox,Mobile
IDcwnew,22/1/2017 14:31,6922109,106007,17714,57977218,a,Firefox,Mobile
IDqvnIN,23/1/2017 6:06,7289452,462173,25491,15961717,b,Edge,Tablet
IDDq0IP,22/1/2017 15:07,7004816,792593,97863,17488931,c,Edge,Tablet
IDjcp5u,23/1/2017 18:36,3737591,864059,41640,48626108,d,Internet Explorer,Tablet
IDFPrBo,21/1/2017 14:40,3540364,333293,33033,36994522,e,Edge,Tablet
IDSDXpu,21/1/2017 2:38,9031408,795574,15124,11945063,b,Mozilla,Desktop
IDPaSJQ,21/1/2017 10:08,4366940,569252,11837,7864011,a,InternetExplorer,Desktop
IDRW8hA,21/1/2017 9:30,731332,919508,8467,7864011,b,Firefox,Mobile
ID6qxBu,21/1/2017 16:02,7371194,996955,12052,31388981,b,Edge,Tablet
IDGnvXc,21/1/2017 14:27,1509139,958106,62949,81968512,b,InternetExplorer,Desktop
IDOu6Q2,22/1/2017 13:40,1563727,331696,45620,31388981,f,Firefox,Mobile
IDYFjMq,21/1/2017 13:17,3897992,147919,84974,36994522,b,Firefox,Mobile
IDNSMXY,22/1/2017 5:46,6342211,726166,40339,43452411,e,Internet Explorer,Tablet
ID8JBNM,21/1/2017 12:28,2671211,700554,42227,43770446,b,Mozilla Firefox,Desktop
IDJEHIQ,21/1/2017 15:12,8515392,281901,30580,67147700,a,Internet Explorer,Tablet
ID7xAEA,22/1/2017 9:17,8215186,764276,10345,17777318,f,Firefox,Mobile
IDUKELp,22/1/2017 8:00,7433207,448628,40339,555603,e,Firefox,Mobile
IDvq7u0,22/1/2017 14:31,8848895,579460,82396,26461535,c,Edge,Tablet
IDKreEm,21/1/2017 15:10,5164158,658556,835,33505809,b,Google Chrome,Mobile
IDErHDp,22/1/2017 13:20,7226484,418804,48498,30860214,f,,Desktop
IDVkoVx,21/1/2017 13:19,7641720,231752,45620,54630329,b,Firefox,Mobile
IDvxvz2,21/1/2017 15:18,180536,549605,34670,87807327,f,Edge,Tablet
IDTo9sL,21/1/2017 11:06,1732333,939127,74263,94350426,a,Edge,Tablet
IDU8Hcz,21/1/2017 10:22,7996178,275359,6906,71165566,b,Edge,Tablet
IDnbhiR,23/1/2017 0:11,4024693,324966,904,26391770,d,Edge,Tablet
IDgLSyb,21/1/2017 11:10,8486704,738864,80554,61940782,e,Edge,Tablet
IDchu6Y,21/1/2017 10:52,7483243,513589,41706,72780377,c,InternetExplorer,Desktop
IDyeZMx,22/1/2017 15:53,3844166,569486,45620,31388981,f,Edge,Tablet
IDyudmR,21/1/2017 15:51,2510224,199124,82877,8958548,a,Firefox,Mobile
IDM5rv5,22/1/2017 13:19,3653267,111297,71642,40189380,b,,Mobile
IDZtwEB,21/1/2017 16:14,2719979,367172,73248,57977218,e,Mozilla Firefox,Desktop
IDEWOrY,21/1/2017 14:49,8774195,458298,6906,71165566,b,Google Chrome,Mobile
IDkzg5f,22/1/2017 10:27,3087244,908628,82877,38492160,a,Mozilla Firefox,Desktop
ID2ydl2,23/1/2017 18:35,4864209,39940,41640,27723861,a,Firefox,Mobile
IDFr1Rk,21/1/2017 14:39,7908550,3761,70409,49384126,a,Edge,Tablet
IDjSjWu,23/1/2017 22:30,749048,864059,41640,48626108,d,Edge,Tablet
IDnIjiR,21/1/2017 10:16,7056442,837883,30580,67147700,a,Firefox,Mobile
ID1VIft,21/1/2017 10:41,4884493,76924,56150,27723861,a,Firefox,Mobile
IDtAQff,21/1/2017 10:22,7874198,550183,5602,48425572,b,Firefox,Mobile
IDqqGXm,21/1/2017 20:53,7474363,710686,34670,87807327,c,InternetExplorer,Desktop
ID9bge0,22/1/2017 8:35,9413450,752934,56027,31388981,b,,Mobile
IDqIHDJ,22/1/2017 15:25,1675129,802826,21407,9434818,f,InternetExplorer,Desktop
IDyddol,22/1/2017 11:52,2127936,405558,74802,36994522,b,Edge,Tablet
IDBvJDM,21/1/2017 16:14,5130304,808834,40339,28223890,a,Edge,Tablet
IDHjdCr,22/1/2017 9:34,1283306,778244,68947,89663643,b,Edge,Tablet
IDFAf0V,22/1/2017 15:08,4302791,640591,40339,37135965,b,Firefox,Mobile
IDRVNwZ,21/1/2017 10:07,6034784,387408,40339,43526789,b,Mozilla Firefox,Desktop
ID0wBYd,21/1/2017 11:31,1271167,552910,82396,42296429,b,Edge,Tablet
IDHJLNp,21/1/2017 15:25,1754407,535518,835,26551485,a,Edge,Tablet
IDiRdar,22/1/2017 13:24,6274172,489402,29183,6965393,a,Edge,Tablet
ID3y1pu,21/1/2017 16:52,4972646,980863,93286,27723861,a,Safari,Tablet
IDZAWgO,21/1/2017 12:19,9795582,715590,80554,7122654,a,Edge,Tablet
IDKSGvm,21/1/2017 11:49,3636801,243089,97863,36994522,b,Mozilla,Desktop
IDcE9tV,22/1/2017 12:32,4227085,646352,17714,83175152,f,InternetExplorer,Desktop
IDhxrd3,21/1/2017 14:32,5685716,496960,82877,33505809,e,Edge,Tablet
ID8nC6u,23/1/2017 23:41,6327247,1770,41640,58604466,c,Google Chrome,Mobile
ID1Lkf3,23/1/2017 17:58,9029912,773157,22023,26461535,b,Firefox,Mobile
IDe27WA,21/1/2017 14:21,4305363,724613,70424,44933356,f,Firefox,Mobile
IDxLrAz,21/1/2017 13:05,5563065,42658,82877,555603,a,Firefox,Mobile
IDcLTIx,23/1/2017 22:52,2944963,1770,41640,58604466,e,InternetExplorer,Desktop
ID02M5M,21/1/2017 16:13,469828,423120,14345,79906734,a,Firefox,Mobile
IDfHfLz,21/1/2017 13:39,2441868,223810,26849,68646414,c,Edge,Tablet
IDGBpLb,22/1/2017 8:18,89886,289418,72276,86084476,b,Internet Explorer,Tablet
IDu7Bkh,23/1/2017 4:01,5763323,894849,17714,2050923,e,Firefox,Mobile
IDVIUie,23/1/2017 17:44,7794526,864059,41640,48626108,f,,Mobile
ID8EbMy,23/1/2017 9:01,659623,450064,84974,17488931,f,Edge,Tablet
IDKosrm,22/1/2017 14:31,5909341,819263,45620,31388981,b,Edge,Tablet
IDdZ9L3,22/1/2017 10:52,3639241,186724,95113,65017662,a,Firefox,Mobile
IDRi5Dp,23/1/2017 7:32,7964202,49403,6906,99510044,c,InternetExplorer,Desktop
IDJxOsZ,22/1/2017 11:27,2194463,631376,1678,76522512,b,Edge,Tablet
IDwos0c,21/1/2017 14:19,7295098,573262,12211,17670416,f,Edge,Tablet
IDbRwBS,23/1/2017 19:28,5757311,242089,904,33247409,b,Internet Explorer,Tablet
IDcS1Df,21/1/2017 10:47,5258164,604603,84987,76367582,b,Internet Explorer,Tablet
IDJcqKU,22/1/2017 14:45,4959456,282511,12052,39507200,b,IE,Mobile
ID6JDZJ,21/1/2017 16:52,4057475,974518,34670,87807327,f,Edge,Tablet
IDVEBQ8,21/1/2017 16:29,3435655,476155,82877,38492160,d,Firefox,Mobile
IDYwjoX,22/1/2017 14:54,8422088,665796,7169,26391770,f,InternetExplorer,Desktop
IDBHXoo,21/1/2017 10:54,4816910,349069,73248,57977218,d,Firefox,Mobile
IDMLG7u,22/1/2017 20:39,9776844,708867,46450,47079934,c,,Mobile
IDFTJAC,22/1/2017 14:53,2480790,740121,42227,71040875,f,Edge,Tablet
IDlsvEA,22/1/2017 9:01,6530313,562139,81229,98166279,f,InternetExplorer,Desktop
IDdDX1g,21/1/2017 15:10,2274975,125621,96184,93157824,e,Safari,Tablet
IDipb6z,21/1/2017 12:19,8650117,857793,5602,80653536,b,Edge,Tablet
ID5SWMw,21/1/2017 15:15,7512573,648166,6906,99510044,b,Edge,Tablet
IDXAlgd,21/1/2017 16:13,8930920,13332,76239,17990842,b,Edge,Tablet
IDos68q,21/1/2017 11:50,5031657,555354,9764,16150900,b,Mozilla Firefox,Desktop
IDT2fXr,21/1/2017 12:05,8344613,73933,1678,93157824,c,Google Chrome,Mobile
IDetGYW,21/1/2017 5:10,1158005,666512,904,40325509,a,Edge,Tablet
IDl3Fh4,21/1/2017 15:36,2586321,748577,34670,78365183,d,Edge,Tablet
IDVR8Dd,21/1/2017 13:17,7200055,613602,80554,40325509,a,Mozilla Firefox,Desktop
IDKi41A,21/1/2017 15:22,4457181,603510,97863,3156697,f,InternetExplorer,Desktop
IDXwS74,21/1/2017 11:47,7641525,683238,97863,87807327,b,Edge,Tablet
ID5RTyW,23/1/2017 6:20,4098454,655271,12211,55358028,a,Firefox,Mobile
ID7UglB,21/1/2017 15:11,2966741,962292,6906,71165566,b,,Desktop
IDeTRH0,22/1/2017 13:54,1620209,895333,62809,26391770,a,Mozilla Firefox,Desktop
IDi4zvX,23/1/2017 6:37,1344191,465709,97863,63837330,a,Edge,Tablet
IDdE2WS,23/1/2017 7:15,988286,799461,40339,1189152,b,InternetExplorer,Desktop
IDFJgUs,22/1/2017 9:50,2576733,568043,17714,26391770,b,Mozilla Firefox,Desktop
IDIAhlm,21/1/2017 16:01,7512573,837294,96973,85661351,b,Edge,Tablet
ID2f7UO,22/1/2017 11:10,8052319,30342,7107,70239921,b,Edge,Tablet
IDQ3Ucp,21/1/2017 14:16,3156257,726166,40339,43452411,f,Mozilla Firefox,Desktop
IDNLEcH,22/1/2017 15:55,4858374,17468,43897,46512126,b,Firefox,Mobile
IDcyYAq,22/1/2017 12:03,3083678,224829,48498,555603,f,Mozilla,Desktop
IDL0Wju,21/1/2017 12:54,380104,536853,92704,95441506,b,Mozilla,Desktop
IDWM12z,23/1/2017 9:46,4096592,929089,42227,96823930,b,Edge,Tablet
IDfnMxl,22/1/2017 14:49,3397028,33532,46450,47079934,b,Edge,Tablet
ID2OeMa,21/1/2017 10:41,6825816,835180,71441,57517812,f,Firefox,Mobile
IDTryWu,21/1/2017 14:58,9418139,259427,33287,2518327,a,Edge,Tablet
IDK5voV,23/1/2017 4:33,8093640,176122,15124,99558603,b,Firefox,Mobile
IDWgsSU,21/1/2017 13:49,6308626,471610,9764,84522677,b,Firefox,Mobile
IDQCCAi,22/1/2017 14:47,3545073,726166,40339,43452411,b,Mozilla,Desktop
IDbvGtB,21/1/2017 2:57,7860250,567101,46450,47079934,b,InternetExplorer,Desktop
IDdt1uC,21/1/2017 13:11,9856101,3569,2053,63492765,a,Edge,Tablet
IDQFdzY,22/1/2017 3:24,7656473,198469,23576,51854755,a,Firefox,Mobile
IDqw9rk,22/1/2017 15:42,8292253,570868,93286,18243870,f,Mozilla,Desktop
IDq4rz3,21/1/2017 13:49,5345481,792120,11837,8837581,a,Mozilla,Desktop
IDI0PU2,22/1/2017 16:11,6616457,477629,42227,43770446,e,Edge,Tablet
IDLEbWK,21/1/2017 15:15,5681953,175464,21380,76532649,b,Edge,Tablet
IDf3Oip,21/1/2017 14:29,7491097,701515,80800,24515862,e,Edge,Tablet
IDkDvrM,23/1/2017 7:45,4262338,43848,82396,16150900,b,,Mobile
IDgBwad,23/1/2017 7:03,4897124,458168,53835,49554217,b,Edge,Tablet
IDGRIsV,23/1/2017 18:18,2157952,844148,904,94350426,b,Firefox,Mobile
ID8zzgW,21/1/2017 16:03,4162797,122504,82877,87807327,a,Firefox,Mobile
ID81U9S,21/1/2017 1:41,7529294,622848,904,94350426,b,Edge,Tablet
IDDFYuX,23/1/2017 6:20,4605063,802310,46450,47079934,b,Mozilla Firefox,Desktop
IDSJtmF,22/1/2017 13:07,3937150,785742,8675,59584425,b,Firefox,Mobile
IDwG6EZ,21/1/2017 13:14,1865654,218211,33287,46997962,e,,Mobile
IDhRgHi,21/1/2017 15:44,2436574,189055,17714,26391770,a,Firefox,Mobile
IDWC419,21/1/2017 15:22,5331706,926331,24888,81758577,b,Mozilla,Desktop
IDJS8tT,21/1/2017 16:04,863600,444332,92704,95441506,b,Edge,Tablet
IDA681S,22/1/2017 11:11,8803246,262293,11837,90276693,d,Edge,Tablet
IDB1Dzy,23/1/2017 17:52,44553,1770,41640,58604466,f,IE,Mobile
IDJ4G5s,23/1/2017 19:28,2205559,39940,41640,27723861,b,Edge,Tablet
IDadCPK,23/1/2017 18:13,2334279,342843,41640,43526789,b,,Tablet
IDnYvNy,22/1/2017 11:34,3995925,47431,11837,56546102,b,Edge,Tablet
IDpoO6o,21/1/2017 18:45,8183691,840387,6906,99510044,f,Edge,Tablet
IDhu8QQ,21/1/2017 14:15,7268210,81909,82877,21873352,b,Mozilla Firefox,Desktop
ID3SQMx,21/1/2017 10:41,9327487,947850,42227,15961717,b,Edge,Tablet
ID683Iz,22/1/2017 10:20,1363858,898340,73248,83960204,a,Mozilla Firefox,Desktop
IDZsrhB,22/1/2017 13:03,8620909,32183,40339,43452411,b,Edge,Tablet
IDdfL0Y,21/1/2017 2:29,7860250,314673,42227,22339104,a,Edge,Tablet
IDS7Boq,21/1/2017 13:59,6847669,146561,98552,58604466,b,Firefox,Mobile
IDMEhIh,23/1/2017 10:27,6500864,693512,3643,555603,d,InternetExplorer,Desktop
IDW9Khd,22/1/2017 13:57,2797508,601841,1678,68178258,f,Edge,Tablet
IDBfIni,23/1/2017 15:34,9917301,978896,17714,72297026,e,Edge,Tablet
ID9sXIe,22/1/2017 8:28,6649228,417452,82396,64615852,b,InternetExplorer,Desktop
ID4Lbsq,22/1/2017 12:06,8450546,301712,25491,15328654,a,Edge,Tablet
IDkMowp,21/1/2017 13:09,3504189,614086,98552,64615852,d,Edge,Tablet
IDWdXWk,23/1/2017 10:11,8028242,296844,74263,94350426,b,Edge,Tablet
IDaoznx,23/1/2017 23:28,7025999,641127,41640,37135965,f,Google Chrome,Mobile
IDnuykK,23/1/2017 21:26,5052828,864059,41640,48626108,b,IE,Mobile
IDxTqtb,21/1/2017 7:14,6579768,109612,40339,43452411,e,IE,Mobile
IDn37wC,23/1/2017 22:26,5890569,431184,904,74868704,b,Edge,Tablet
IDhh3t6,21/1/2017 13:55,9631039,443193,31365,99684291,b,Firefox,Mobile
IDA6eYy,23/1/2017 5:37,3151671,917497,11837,88843407,e,Edge,Tablet
IDy614L,23/1/2017 10:04,2305733,707482,5602,30432082,a,Internet Explorer,Tablet
IDZ1FJW,21/1/2017 16:34,9894516,277120,80319,48626108,b,Edge,Tablet
ID35A3n,21/1/2017 16:18,1701473,366427,40339,30860214,b,Firefox,Mobile
IDCI0KF,23/1/2017 21:21,6935787,641127,41640,37135965,d,Mozilla,Desktop
ID96Nnx,23/1/2017 17:37,1659374,39940,41640,27723861,c,Edge,Tablet
IDlTHzO,23/1/2017 20:08,5150963,641127,41640,37135965,a,Mozilla Firefox,Desktop
ID6sWQE,22/1/2017 16:35,9895055,247891,89522,27578501,f,Firefox,Mobile
IDzisaE,23/1/2017 2:40,4502828,563529,62809,40325509,d,Firefox,Mobile
IDr2zHh,21/1/2017 16:48,4301396,32183,40339,43452411,b,Edge,Tablet
